Object_Id	Text_Value
1351404	<p>This is the main folder for the Common Content.&nbsp;</p>
1351413	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">PII stands for <strong>Personally Identifiable Information</strong>. It refers to any data or information that can be used to identify a specific individual, either on its own or when combined with other relevant data. <strong>PII can include various types of information, such as</strong>:</span></p><ol><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Name (full name, maiden name, mother's maiden name, etc.)</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Date of birth</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Social Security Number (SSN) or national identification number</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Passport number</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Driver's license number</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Email address</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Physical address (home or work)</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Telephone numbers</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Biometric data (e.g., fingerprints, facial recognition, etc.)</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Financial information (bank account numbers, credit card numbers, etc.)</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Medical information (patient IDs, health insurance numbers, etc.)</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Employment information (job titles, salary, etc.)</span></li><li><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">Educational information (school transcripts, degrees, etc.)</span></li></ol><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt; font-family: inter;"" data-mce-style=""font-size: 12pt; font-family: inter;"">The protection of PII is a key aspect of data privacy and security, as the unauthorized access or disclosure of such information can lead to identity theft, fraud, or other negative consequences for the individuals involved. Organizations handling PII must follow various regulations and best practices to ensure the confidentiality, integrity, and availability of this sensitive data.</span></p>"
1351405	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;""><strong>This is the code list related to GDPR.&nbsp;</strong></span></p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">The General Data Protection Regulation (GDPR) is a comprehensive data privacy regulation that governs the collection, processing, storage, and sharing of personal data of individuals within the European Union (EU) and the European Economic Area (EEA). It came into effect on May 25, 2018, and has significantly impacted data privacy practices worldwide.</span></p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;""><strong>The GDPR's primary objectives are to:</strong></span></p><ol><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Give individuals more control over their personal data.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Simplify the regulatory environment for international businesses.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Harmonize data protection laws across EU member states.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Protect the privacy rights of EU citizens and residents.</span></li></ol><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;""></span><br></p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;""><strong>The GDPR applies to</strong> all organizations, regardless of their location, that process the personal data of individuals within the EU and EEA. Key principles of the GDPR include:</span></p><ol><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Lawfulness, fairness, and transparency: Personal data must be processed lawfully, fairly, and transparently.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Purpose limitation: Personal data must be collected for specified, explicit, and legitimate purposes and not further processed in a manner incompatible with those purposes.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Data minimization: Personal data collected must be adequate, relevant, and limited to what is necessary for the intended purpose.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Accuracy: Personal data must be accurate and, where necessary, kept up-to-date.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Storage limitation: Personal data should be retained only as long as necessary for the specified purpose.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Integrity and confidentiality: Personal data must be processed in a manner that ensures its security, including protection against unauthorized access, disclosure, or destruction.</span></li><li style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Accountability: Data controllers must be able to demonstrate compliance with the GDPR principles.</span></li></ol><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">The GDPR also grants individuals specific rights concerning their personal data, including the right to access, rectify, erase, restrict processing, object to processing, and the right to data portability.</span></p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Non-compliance with the GDPR can result in significant fines, up to 20 million euros or 4% of an organization's annual global turnover, whichever is higher.</span></p>"
1351407	"<p>Security classification typically consists of several levels that denote the degree of sensitivity and the potential impact of unauthorized access or disclosure.&nbsp;<br data-mce-bogus=""1""></p>"
1351408	"<p style=""line-height: 1.8;"" data-mce-style=""line-height: 1.8;""><span style=""font-size: 12pt;"" data-mce-style=""font-size: 12pt;"">Information that is not sensitive or restricted and can be freely accessed or shared with the general public. This information does not require any special protection or handling procedures.</span></p>"
1351409	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Information intended for access and distribution within the company, but not for public release. Unauthorized disclosure might not cause severe damage, but could negatively impact the company's operations or reputation. Examples include internal memos, training materials, or procedural documents.<br></p>"
1351410	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Information that requires protection because unauthorized disclosure could cause harm to the company, its clients, or its employees. This level of classification includes sensitive business information such as financial records, customer data, trade secrets, or strategic plans.<br></p>"
1351411	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Information that requires a higher level of protection due to its critical nature or the potential for significant harm if compromised. This classification level might apply to highly sensitive data, intellectual property, or information related to legal or regulatory matters.<br></p>"
1351417	<p>Code list of areas as defined within the Customer Space.&nbsp;</p>
1351419	<p>The code list designed for BG to define KPI, Measure, Dimension, etc.&nbsp;</p>
1351420	<p>The object is a Key Performance Indicator.</p><p>&nbsp;</p>
1351421	<p>An object is a measure.&nbsp;</p>
1351422	<p>An object is a dimension.</p>
1351423	<p>An object is not a KPI, but is KPI related.&nbsp;</p>
1343187	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Umsatzwachstum ist ein betriebswirtschaftlicher Begriff, der die Fähigkeit verdeutlicht, den Umsatz von einer Geschäftsperiode zur nächsten zu erhöhen.<br data-mce-bogus=""1""></p>"
1343197	"<p>Myyntikasvu on liiketalouden termi, joka osoittaa kyvyn lisätä myyntituloja yhdestä tilikaudesta toiseen.<br data-mce-bogus=""1""></p>"
1343176	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">When incorporated into a Customer Relationship Management (CRM) system, sales orders streamline the sales process by automating order tracking, improving communication, and enhancing customer satisfaction.<br data-mce-bogus=""1""></p>"
1343183	<p><br></p>
1343198	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Nettomyynti on yrityksen kokonaismyynti, josta on vähennetty kaikki myynnin palautukset, hyvitykset ja alennukset. Se on tärkeä luku, jota analyytikot käyttävät tehdessään päätöksiä liiketoiminnasta tai arvioidessaan yrityksen liikevaihdon kasvua.<br data-mce-bogus=""1""></p>"
1343181	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">This top-line metric serves as an initial indicator of a business's sales performance and market demand for its offerings.</p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">While <strong>Gross Sales</strong> can provide a general overview of sales volume, it may not accurately reflect the actual revenue a company retains. </p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Therefore, analysts often use other KPIs, such as <a class=""rich-text-object-tag"" href=""/data-governance/space/22/-/app/118/-/object/1343180/-"" data-objectid=""1343180"" data-mce-href=""/data-governance/space/22/-/app/118/-/object/1343180/-"">Net Sales</a>, to gain a more comprehensive understanding of a business's financial performance. </p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">By comparing Gross Sales with other metrics, we can identify areas for improvement, such as pricing strategies, customer satisfaction, and sales processes, ultimately driving growth and profitability.</p>"
1343170	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">This typically occurs when customers are unsatisfied with the product or find defects, or when they have simply changed their minds about the purchase. Sales returns are an essential aspect of retail and e-commerce businesses, as they directly impact revenue, customer satisfaction, and inventory management.</p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">There are several reasons why customers might return a product, including:</p><ol><li>Defective or damaged items</li><li>Incorrect products delivered</li><li>Buyer's remorse or change of mind</li><li>Products not meeting customer expectations</li><li>Gift returns</li></ol><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">To calculate sales returns, a business needs to track the total number of products returned and their respective values over a given period.&nbsp;</p>"
1351425	{{EmbeddedText:Attribute:11289020:QsB9WkMOqXaWhcppYNVRh}}
1351425	{{EmbeddedText:Attribute:11289032:cUlbNF1fP5wtKxIOtfi-x}}
1351424	"<p><span style=""background-color: rgb(255, 255, 255);"">12-month accounting period</span><br data-mce-bogus=""1""></p>"
1351424	"<p>Here is an example:&nbsp;</p><p><span style=""background-color: rgb(255, 255, 255);"">1st July - 30th June</span><br data-mce-bogus=""1""></p>"
1351426	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">These products leverage advanced data processing and analytics techniques, often involving machine learning, artificial intelligence, and big data technologies, to generate actionable information for end-users or other applications.</p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Data products can be used across various industries and domains, such as finance, healthcare, marketing, and manufacturing, to support decision-making, optimize operations, and enhance customer experiences. By turning data into meaningful and usable information, data products create value for organizations, enabling them to gain a competitive edge, increase efficiency, and drive innovation.</p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><br></p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Conceptually, a mesh is a graph, a network, consisting of nodes and connecting edges. Each node in a data mesh is called a data <a>product</a>. Every data&nbsp;<a>product</a>&nbsp;exists within a bounded context and one bounded context might contain several data&nbsp;<a>products</a>.</p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><br></p><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">What could be a data&nbsp;<a>product</a>? Generally, any data representation that has value for its consumers can be a good candidate. In the following, you will find a list of examples of possible data&nbsp;<a>products</a>:</p><ul><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">A database table or view</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Raw unstructured files: e.g., images or videos uploaded by users of a video portal; however, to be valuable to consumers, they should be provided with metadata</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">The data stream of data entities from a transaction system</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Data stream representing the history of changes to the application: For example, events that relate to changes made within a billing account</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Simple files: Data in CSV format, excel files</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Partitioned files in optimized (Parquet) format</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">REST API: Read-optimized data exposed from applications</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Master Data Management database</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Features for the machine learning models</li><li style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Visualizations and dashboard.<br></li></ul><p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;""><br></p><h2 id=""1555"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Principle of Data as a&nbsp;<a>Product</a></h2><p id=""55fe"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Focusing on a data&nbsp;<a>product</a>&nbsp;will enable you to switch from a project-planning perspective to a&nbsp;<a>customer</a>-centric approach. Data&nbsp;<a>product</a>&nbsp;must be:</p><ul><li id=""7161"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Discoverable,</li><li id=""1c6b"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Addressable,</li><li id=""3d68"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Understandable,</li><li id=""ecd5"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Natively accessible,</li><li id=""a030"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Trustworthy and truthful,</li><li id=""bca8"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Interoperable and composable,</li><li id=""92b0"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Valuable on its own, and</li><li id=""dd71"" data-selectable-paragraph="""" style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Secure.</li></ul>"
1351426	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">A data product is a business term that refers to a product or service created by processing, analyzing, and transforming raw data into valuable insights, predictions, recommendations, or visualizations.&nbsp;</p>"
1351427	"<p><span style=""background-color: rgb(255, 255, 255);"">Net Promoter Score, a metric used in <a class=""rich-text-object-tag"" href=""/data-governance/space/25/-/app/118/-/object/1343152/-"" data-objectid=""1343152"" data-mce-href=""/data-governance/space/25/-/app/118/-/object/1343152/-"">Customer</a> </span><span style=""background-color: rgb(255, 255, 255);"">experience.</span><br data-mce-bogus=""1""></p>"
1351427	"<p>Respondents give a rating between 0 (not at all likely) and 10 (extremely likely) and, depending on their response, fall into one of 3 categories to establish an #&nbsp;score:</p> <ul> <li><strong>Promoters</strong>&nbsp;respond with a score of 9 or 10 and are typically loyal and enthusiastic <a href=""/data-governance/space/25/-/app/118/-/object/1343152/-"" data-objectid=""1343152"">Customers</a>.</li> <li><strong>Passives&nbsp;</strong>respond with a score of 7 or 8. They are satisfied with your service but not happy enough to be considered promoters.</li> <li><strong>Detractors&nbsp;</strong>respond with a score of 0 to 6. These are unhappy <a href=""/data-governance/space/25/-/app/118/-/object/1343152/-"" data-objectid=""1343152"">Customers</a> who are unlikely to buy from you again, and may even discourage others from buying from you.</li> </ul>"
1354412	_Datasources
1354413	_Users
1354414	Adventure Works sales reporting
1354414	Sales
1354415	fd191b8e-0af1-42fa-950d-a490c1e38c08
1354416	Power BI Service Principals
1354417	Power BI Administrator
1354422	Sales KPI's
1354423	Dataset for the Profit report. Includes both internet and reseller sales data.
1354423	Profit DS
1354424	Dataset for the Sales report. Includes both internet and reseller sales data.
1354424	Sales Overview DS
1354425	This report summarizes AW sales activities and overall sales performance.
1354425	Sales Overview by Year
1354426	This report shows the profitability of AW product portfolio and its success within target markets.
1354426	Profit Analysis by Year
1354427	by Month
1354427	Sales Amount, TotalProductCost
1354428	Filtered by Product Category
1354428	Gross Profit Margin
1354429	Dashboard description
1354432	Detail
1354433	Sales Analysis
1354434	Overview
1354435	Sales Growth
1354659	"<p><br data-mce-bogus=""1""></p>"
1354660	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Responsible for managing the organization's financial resources, budgeting, financial planning, and accounting.</p>"
1354661	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Responsible for managing employee-related issues such as recruitment, training, performance management, employee relations, and compensation &amp; benefits.<br data-mce-bogus=""1""></p>"
1354662	"<p style=""line-height: 1.6;"" data-mce-style=""line-height: 1.6;"">Responsible for overseeing the day-to-day activities of an organization, including production, supply chain, quality control, and process improvement.<br data-mce-bogus=""1""></p>"
1354668	Main source of the report
1354668	Sales
1354671	DimDate
1354665	DimSalesTerritory
1354664	DimProductCategory
1354663	DimProduct
1354667	pbi v_Channel
1354670	DimProductSubcategory
1354666	pbi v_Sales
1354669	Channel
1354773	This is the date when the Order was created.
1354729	ProductCategoryKey
1354717	ProductCategoryAlternateKey
1354766	Product Category
1354743	SpanishProductCategoryName
1354686	FrenchProductCategoryName
1354708	ProductKey
1354676	ProductAlternateKey
1354790	ProductSubcategoryKey
1354716	WeightUnitMeasureCode
1354675	SizeUnitMeasureCode
1354725	EnglishProductName
1354754	SpanishProductName
1354749	FrenchProductName
1354753	StandardCost
1354750	FinishedGoodsFlag
1354723	Color
1354746	SafetyStockLevel
1354724	ReorderPoint
1354693	ListPrice
1354775	Size
1354764	SizeRange
1354767	Weight
1354770	DaysToManufacture
1354679	ProductLine
1354681	DealerPrice
1354739	Class
1354684	Style
1354702	ModelName
1354673	EnglishDescription
1354718	FrenchDescription
1354709	ChineseDescription
1354781	ArabicDescription
1354697	HebrewDescription
1354776	ThaiDescription
1354706	GermanDescription
1354741	JapaneseDescription
1354757	TurkishDescription
1354786	StartDate
1354707	EndDate
1354772	Status
1354731	SalesOrderNumber
1354734	Channel
1354788	ProductSubcategoryKey
1354748	ProductSubcategoryAlternateKey
1354737	Subcategory
1354756	SpanishProductSubcategoryName
1354705	FrenchProductSubcategoryName
1354674	ProductCategoryKey
1354683	SalesOrderNumber
1354712	SalesOrderLineNumber
1354747	ProductKey
1354685	OrderDateKey
1354735	DueDateKey
1354765	ShipDateKey
1354695	CustomerKey
1354760	ResellerKey
1354751	CurrencyKey
1354719	SalesTerritoryKey
1354715	OrderQuantity
1354721	UnitPrice
1354745	ExtendedAmount
1354711	UnitPriceDiscountPct
1354761	DiscountAmount
1354780	ProductStandardCost
1354762	TotalProductCost
1354738	SalesAmount
1354777	TaxAmt
1354787	Freight
1354701	OrderDate
1354703	DueDate
1354682	ShipDate
1354728	SalesOrderNumber
1354740	Channel
1354784	SalesOrderNumber
1354680	SalesOrderLineNumber
1354732	ProductKey
1354672	OrderDateKey
1354692	DueDateKey
1354699	ShipDateKey
1354768	CustomerKey
1354791	ResellerKey
1354678	CurrencyKey
1354700	SalesTerritoryKey
1354727	OrderQuantity
1354677	UnitPrice
1354755	ExtendedAmount
1354783	UnitPriceDiscountPct
1354785	Discount Amount
1354730	ProductStandardCost
1354759	TotalProductCost
1354752	Sales Amount
1354710	TaxAmt
1354769	Freight
1354773	OrderDate
1354687	DueDate
1354688	ShipDate
1354763	DateKey
1354744	FullDateAlternateKey
1354690	DayNumberOfWeek
1354720	EnglishDayNameOfWeek
1354733	SpanishDayNameOfWeek
1354714	FrenchDayNameOfWeek
1354789	DayNumberOfMonth
1354691	DayNumberOfYear
1354694	WeekNumberOfYear
1354722	EnglishMonthName
1354704	SpanishMonthName
1354771	FrenchMonthName
1354698	MonthNumberOfYear
1354782	CalendarQuarter
1354726	CalendarYear
1354736	CalendarSemester
1354774	FiscalQuarter
1354689	FiscalYear
1354713	FiscalSemester
1354742	SalesTerritoryKey
1354779	SalesTerritoryAlternateKey
1354758	SalesTerritoryRegion
1354778	SalesTerritoryCountry
1354696	SalesTerritoryGroup
1354792	Contains a sum of sales shifted one year back in time for the chosen time period (e.g. month).
1354799	Contains a sum of sales for the previous calendar month.
1354798	Total Orders
1354797	Best Selling Product by Sales Amount
1354795	Gross Profit
1354801	Best Selling Product by Profit
1354800	Gross Profit Margin
1354794	Net Sales
1354793	Gross Sales
1354802	Gross Profit
1354792	Sales PrevPeriod
1354796	Sales Growth
1354803	Target Growth
1354799	Sales Last Month
1354861	Number of available vacation hours.
1354891	Shift start time.
1354899	Date the employee started work in the department.
1354868	Number of available sick leave hours.
1354893	Identifies which 8-hour shift the employee works. Foreign key to Shift.Shift.ID.
1354866	Primary key for Shift records.
1354880	Job classification. 0 = Hourly, not exempt from collective bargaining. 1 = Salaried, exempt from collective bargaining.
1354895	ROWGUIDCOL number uniquely identifying the record. Used to support a merge replication sample.
1354867	Résumé in XML format.
1354887	Date the change in pay is effective
1354882	Salary hourly rate.
1354871	1 = Salary received monthly, 2 = Salary received biweekly
1354863	Where the employee is located in corporate hierarchy.
1354872	The depth of the employee in the corporate hierarchy.
1354875	Unique national identification number such as a social security number.
1354865	Name of the department.
1354862	Shift description.
1354897	Date and time the record was last updated.
1354879	Date and time the record was last updated.
1354892	Date and time the record was last updated.
1354881	Date and time the record was last updated.
1354860	Date and time the record was last updated.
1354890	Date and time the record was last updated.
1354888	M = Married, S = Single
1354889	Network login.
1354864	Work title such as Buyer or Sales Representative.
1354884	Primary key for JobCandidate records.
1354873	Employee hired on this date.
1354898	Name of the group to which the department belongs.
1354896	M = Male, F = Female
1354894	Shift end time.
1354869	Date the employee left the department. NULL = Current department.
1354876	Department in which the employee worked including currently. Foreign key to Department.DepartmentID.
1354874	Primary key for Department records.
1354870	0 = Inactive, 1 = Active
1354885	Primary key for Employee records.  Foreign key to BusinessEntity.BusinessEntityID.
1354877	Employee identification number. Foreign key to Employee.BusinessEntityID.
1354878	Employee identification number. Foreign key to Employee.BusinessEntityID.
1354886	Employee identification number if applicant was hired. Foreign key to Employee.BusinessEntityID.
1354883	Date of birth.
1354818	Lookup table containing the departments within the Adventure Works Cycles company.
1354814	Employee information such as salary, department, and title.
1354813	Employee department transfers.
1354817	Employee pay history.
1354815	Résumés submitted to Human Resources by job applicants.
1354816	Work shift lookup table.
1354821	Employee names and addresses.
1354822	Returns employee name, title, and current department.
1354824	Returns employee name and current and previous departments.
1354819	Job candidate names and resumes.
1354823	Displays the content from each education related element in the xml column Resume in the HumanResources.JobCandidate table. The content has been localized into French, Simplified Chinese and Thai. Some data may not display correctly unless supplemental language support is installed.
1354825	Displays the content from each employement history related element in the xml column Resume in the HumanResources.JobCandidate table. The content has been localized into French, Simplified Chinese and Thai. Some data may not display correctly unless supplemental language support is installed.
1354810	Updates the Employee table and inserts a new row in the EmployeePayHistory table with the values specified in the input parameters.
1354811	Updates the Employee table with the values specified in the input parameters for the given BusinessEntityID.
1354812	Updates the Employee table with the values specified in the input parameters for the given EmployeeID.
1354810	uspUpdateEmployeeHireInfo
1354811	uspUpdateEmployeeLogin
1354812	uspUpdateEmployeePersonalInfo
1354804	AdventureWorks
1354805	HumanResources
1354820	v_Employee_For_External_Load
1354821	vEmployee
1354822	vEmployeeDepartment
1354824	vEmployeeDepartmentHistory
1354819	vJobCandidate
1354823	vJobCandidateEducation
1354825	vJobCandidateEmployment
1354818	Department
1354814	Employee
1354813	EmployeeDepartmentHistory
1354817	EmployeePayHistory
1354815	JobCandidate
1354816	Shift
1354857	@PayFrequency
1354847	@BusinessEntityID
1354855	@BusinessEntityID
1354844	@BusinessEntityID
1354848	@Rate
1354853	@HireDate
1354856	@RateChangeDate
1354845	@HireDate
1354851	@BirthDate
1354849	@OrganizationNode
1354854	@JobTitle
1354852	@LoginID
1354843	@JobTitle
1354858	@NationalIDNumber
1354846	@MaritalStatus
1354842	@Gender
1354859	@CurrentFlag
1354850	@CurrentFlag
1354861	VacationHours
1354891	StartTime
1354899	StartDate
1354868	SickLeaveHours
1354893	ShiftID
1354866	ShiftID
1354880	SalariedFlag
1354895	rowguid
1354867	Resume
1354887	RateChangeDate
1354882	Rate
1354871	PayFrequency
1354863	OrganizationNode
1354872	OrganizationLevel
1354875	NationalIDNumber
1354865	Name
1354862	Name
1354897	ModifiedDate
1354879	ModifiedDate
1354892	ModifiedDate
1354881	ModifiedDate
1354860	ModifiedDate
1354890	ModifiedDate
1354888	MaritalStatus
1354889	LoginID
1354864	JobTitle
1354884	JobCandidateID
1354873	HireDate
1354898	GroupName
1354896	Gender
1354894	EndTime
1354869	EndDate
1354876	DepartmentID
1354874	DepartmentID
1354870	CurrentFlag
1354885	BusinessEntityID
1354877	BusinessEntityID
1354878	BusinessEntityID
1354886	BusinessEntityID
1354883	BirthDate
1354966	BusinessEntityID
1354953	NationalIDNumber
1354947	LoginID
1354975	OrganizationNode
1354984	OrganizationLevel
1354981	JobTitle
1354983	BirthDate
1354917	MaritalStatus
1354915	Gender
1354948	HireDate
1354956	SalariedFlag
1354939	VacationHours
1354916	SickLeaveHours
1354970	CurrentFlag
1354991	rowguid
1354907	ModifiedDate
1354946	BusinessEntityID
1354921	Title
1354944	FirstName
1354951	MiddleName
1354900	LastName
1354902	Suffix
1354929	JobTitle
1354930	PhoneNumber
1354908	PhoneNumberType
1354950	EmailAddress
1354938	EmailPromotion
1354906	AddressLine1
1354905	AddressLine2
1354988	City
1354922	StateProvinceName
1354931	PostalCode
1354965	CountryRegionName
1354989	AdditionalContactInfo
1354963	BusinessEntityID
1354940	Title
1354959	FirstName
1354974	MiddleName
1354992	LastName
1354973	Suffix
1354971	JobTitle
1354985	Department
1354935	GroupName
1354952	StartDate
1354943	BusinessEntityID
1354954	Title
1354932	FirstName
1354903	MiddleName
1354920	LastName
1354914	Suffix
1354972	Shift
1354942	Department
1354958	GroupName
1354925	StartDate
1354987	EndDate
1354960	JobCandidateID
1354912	BusinessEntityID
1354962	Name.Prefix
1354913	Name.First
1354918	Name.Middle
1354909	Name.Last
1354923	Name.Suffix
1354919	Skills
1354977	Addr.Type
1354924	Addr.Loc.CountryRegion
1354927	Addr.Loc.State
1354957	Addr.Loc.City
1354969	Addr.PostalCode
1354949	EMail
1354993	WebSite
1354941	ModifiedDate
1354937	JobCandidateID
1354955	Edu.Level
1354904	Edu.StartDate
1354982	Edu.EndDate
1354934	Edu.Degree
1354978	Edu.Major
1354990	Edu.Minor
1354967	Edu.GPA
1354928	Edu.GPAScale
1354968	Edu.School
1354976	Edu.Loc.CountryRegion
1354986	Edu.Loc.State
1354994	Edu.Loc.City
1354936	JobCandidateID
1354926	Emp.StartDate
1354945	Emp.EndDate
1354980	Emp.OrgName
1354964	Emp.JobTitle
1354979	Emp.Responsibility
1354901	Emp.FunctionCategory
1354961	Emp.IndustryCategory
1354911	Emp.Loc.CountryRegion
1354933	Emp.Loc.State
1354910	Emp.Loc.City
1355101	StateProvinceCode
1355001	One way hashed authentication information
1355001	Password
1355002	Source of the ID that connects vendors, customers, and employees with address and contact information.
